Year,Player,Team,Salary
2023,Kevin Huerter,"$14,508,929",15383643.0
2023,Christian Wood,"$14,317,459",15180630.0
2023,Wendell Carter,"$14,150,000",15003075.0
2023,Kentavious Caldwell-Pope,"$14,004,703",14849018.0
2023,Brook Lopez,"$13,906,976",14745399.0
2023,Patrick Beverley,"$13,801,614",14633685.0
2023,Doug McDermott,"$13,750,000",14578960.0
2023,Luke Kennard,"$13,745,455",14574141.0
2023,Zion Williamson,"$13,534,817",14350804.0
2023,Jordan Clarkson,"$13,340,000",14144242.0
2023,Gary Harris,"$13,000,000",13783744.0
2023,Kyle Kuzma,"$13,000,000",13783744.0
2023,Josh Hart,"$12,960,000",13741332.0
2023,Dorian Finney-Smith,"$12,939,848",13719965.0
2023,Kelly Olynyk,"$12,804,878",13576858.0
2023,Chris Boucher,"$12,690,000",13455054.0
2023,Kelly Oubre,"$12,600,000",13359628.0
2023,Marvin Bagley,"$12,500,000",13253600.0
2023,Robert Covington,"$12,307,692",13049698.0
2023,Josh Richardson,"$12,196,094",12931372.0
2023,Ja Morant,"$12,119,440",12850096.0
2023,Danny Green,"$11,710,528",12416532.0
2023,Devonte Graham,"$11,550,000",12246326.0
2023,Terrence Ross,"$11,500,000",12193311.0
2023,Reggie Jackson,"$11,457,217",12147949.0
2023,Dillon Brooks,"$11,400,000",12087283.0
2023,Richaun Holmes,"$11,215,260",11891405.0
2023,Dwight Powell,"$11,080,125",11748123.0
2023,Paolo Banchero,"$11,055,120",11721611.0
2023,RJ Barrett,"$10,900,634",11557811.0
2023,Bobby Portis,"$10,843,350",11497073.0
2023,DeAndre Jordan,"$10,733,758",11380873.0
2023,Anthony Edwards,"$10,733,400",11380495.0
2023,Robert Williams,"$10,714,287",11360230.0
2023,Cade Cunningham,"$10,552,800",11189007.0
2023,PJ Tucker,"$10,490,000",11122421.0
2023,Derrick Favors,"$10,350,803",10974832.0
2023,Mo Bamba,"$10,300,000",10920966.0
2023,Talen Horton-Tucker,"$10,260,000",10878554.0
2023,Jae Crowder,"$10,183,800",10797761.0
2023,Ivica Zubac,"$10,123,457",10733780.0
2023,Reggie Bullock,"$10,012,800",10616451.0
2023,Alec Burks,"$10,012,800",10616451.0
2023,Chet Holmgren,"$9,891,240",10487563.0
2023,De'Andre Hunter,"$9,835,881",10428866.0
2023,Larry Nance Jr,"$9,672,727",10255876.0
2023,James Wiseman,"$9,603,360",10182327.0
2023,Landry Shamet,"$9,500,000",10072736.0
2023,Malik Monk,"$9,472,219",10043280.0
2023,Jalen Green,"$9,441,840",10011069.0
2023,Jakob Poeltl,"$9,398,148",9964743.0
2023,Nerlens Noel,"$9,391,069",9957237.0
2023,Nicolas Claxton,"$9,350,000",9913692.0
2023,Dario Saric,"$9,240,000",9797061.0
2023,Royce O'Neale,"$9,200,000",9754649.0
2023,Monte Morris,"$9,125,000",9675128.0
2023,Mason Plumlee,"$9,080,417",9627857.0
2023,Alex Caruso,"$9,030,000",9574400.0
2023,Maxi Kleber,"$9,000,000",9542592.0
2023,Grayson Allen,"$8,925,000",9463070.0
2023,Darius Garland,"$8,920,794",9458610.0
2023,Jabari Smith,"$8,882,640",9418156.0
2023,Isaiah Hartenstein,"$8,854,879",9388722.0
2023,Kyle Anderson,"$8,780,488",9309846.0
2023,Victor Oladipo,"$8,750,000",9277520.0
2023,Daniel Theis,"$8,694,369",9218535.0
2023,LaMelo Ball,"$8,623,920",9143838.0
2023,Seth Curry,"$8,496,653",9008899.0
2023,Evan Mobley,"$8,478,720",8989885.0
2023,Gary Payton II,"$8,300,000",8800390.0
2023,Dewayne Dedmon,"$8,283,688",8783094.0
2023,De'Anthony Melton,"$8,250,000",8747376.0
2023,JaMychal Green,"$8,200,000",8694360.0
2023,TJ McConnell,"$8,100,000",8588332.0
2023,Keegan Murray,"$8,008,440",8491252.0
2023,Kevon Looney,"$8,000,000",8482304.0
2023,Thaddeus Young,"$8,000,000",8482304.0
2023,Delon Wright,"$7,804,878",8275418.0
2023,Patrick Williams,"$7,775,400",8244163.0
2023,Scottie Barnes,"$7,644,600",8105477.0
2023,Cedi Osman,"$7,426,088",7873792.0
2023,Coby White,"$7,413,955",7860927.0
2023,Zach Collins,"$7,350,000",7793116.0
2023,Jaden Ivey,"$7,252,200",7689420.0
2023,Taurean Prince,"$7,100,000",7528044.0
2023,Jae'Sean Tate,"$7,065,217",7491164.0
2023,Isaac Okoro,"$7,040,880",7465360.0
2023,Cody Martin,"$7,000,000",7422016.0
2023,Jalen Suggs,"$6,922,320",7339652.0
2023,Jaxson Hayes,"$6,803,012",7213152.0
2023,Khem Birch,"$6,667,500",7069470.0
2023,Bennedict Mathurin,"$6,586,800",6983905.0
2023,Patrick Mills,"$6,479,000",6869606.0
2023,Bruce Brown,"$6,479,000",6869606.0
2023,Lonnie Walker,"$6,479,000",6869606.0
2023,Caleb Martin,"$6,479,000",6869606.0
2023,Joe Ingles,"$6,479,000",6869606.0
2023,Onyeka Okongwu,"$6,395,160",6780711.0
2023,Josh Giddey,"$6,287,400",6666454.0
2023,Rui Hachimura,"$6,263,188",6640783.0
2023,Rudy Gay,"$6,184,500",6557351.0
2023,Jevon Carter,"$6,025,000",6388234.0
2023,Shaedon Sharpe,"$6,012,960",6375469.0
2023,Cameron Payne,"$6,000,000",6361728.0
2023,Otto Porter,"$6,000,000",6361728.0
2023,Justin Holiday,"$5,987,975",6348977.0
2023,Cam Reddish,"$5,954,454",6313436.0
2023,Cameron Johnson,"$5,887,899",6242868.0
2023,Ricky Rubio,"$5,853,659",6206564.0
2023,Killian Hayes,"$5,837,760",6189706.0
2023,PJ Washington,"$5,808,435",6158613.0
2023,Jonathan Kuminga,"$5,739,840",6085883.0
2023,Pat Connaughton,"$5,728,393",6073746.0
2023,Tyler Herro,"$5,722,116",6067090.0
2023,Romeo Langford,"$5,634,257",5973935.0
2023,Dyson Daniels,"$5,508,600",5840702.0
2023,JaVale McGee,"$5,461,219",5790465.0
2023,Goga Bitadze,"$5,377,520",5701719.0
2023,Obi Toppin,"$5,348,280",5670717.0
2023,Franz Wagner,"$5,258,280",5575291.0
2023,Kendrick Nunn,"$5,250,000",5566512.0
2023,Hamidou Diallo,"$5,200,000",5513497.0
2023,Cory Joseph,"$5,155,500",5466314.0
2023,Garrett Temple,"$5,155,500",5466314.0
2023,Torrey Craig,"$5,121,951",5430743.0
2023,Jeremy Sochan,"$5,063,520",5368789.0
2023,David Nwaba,"$5,022,000",5324766.0
2023,Nickeil Alexander-Walker,"$5,009,633",5311653.0
2023,Furkan Korkmaz,"$5,000,000",5301440.0
2023,Deni Avdija,"$4,916,160",5212545.0
2023,Davion Mitchell,"$4,833,600",5125008.0
2023,Johnny Davis,"$4,810,320",5100324.0
2023,Ty Jerome,"$4,728,948",5014046.0
2023,Ishmael Smith,"$4,725,000",5009860.0
2023,Jalen Smith,"$4,670,160",4951714.0
2023,Ziaire Williams,"$4,591,680",4868503.0
2023,Ousmane Dieng,"$4,569,840",4845346.0
2023,Moe Harkless,"$4,564,980",4840193.0
2023,Jeff Green,"$4,500,000",4771296.0
2023,Donte DiVincenzo,"$4,500,000",4771296.0
2023,Devin Vassell,"$4,437,000",4704497.0
2023,Matisse Thybulle,"$4,379,526",4643558.0
2023,Jarred Vanderbilt,"$4,374,000",4637699.0
2023,James Bouknight,"$4,362,240",4625230.0
2023,Brandon Clarke,"$4,343,919",4605805.0
2023,Jalen Williams,"$4,341,480",4603219.0
2023,Grant Williams,"$4,306,281",4565898.0
2023,Darius Bazley,"$4,264,628",4521733.0
2023,Tyrese Haliburton,"$4,215,120",4469241.0
2023,Nassir Little,"$4,171,548",4423042.0
2023,Josh Primo,"$4,144,320",4394172.0
2023,Jalen Duren,"$4,124,280",4372924.0
2023,Gorgui Dieng,"$4,105,236",4352732.0
2023,Danuel House,"$4,105,000",4352482.0
2023,Boban Marjanovic,"$4,101,478",4348747.0
2023,Justise Winslow,"$4,097,561",4344594.0
2023,Dylan Windler,"$4,037,277",4280676.0
2023,Stanley Johnson,"$4,022,164",4264651.0
2023,Kira Lewis,"$4,004,280",4245690.0
2023,George Hill,"$4,000,000",4241152.0
2023,Terence Davis,"$4,000,000",4241152.0
2023,Chris Duarte,"$3,936,960",4174311.0
2023,Alex Len,"$3,918,600",4154844.0
2023,Ochai Agbaji,"$3,918,360",4154590.0
2023,Jordan Poole,"$3,901,399",4136606.0
2023,Keldon Johnson,"$3,873,024",4106520.0
2023,Sviatoslav Mykhailiuk,"$3,846,895",4078816.0
2023,James Johnson,"$3,841,067",4072637.0
2023,Aaron Nesmith,"$3,804,360",4033717.0
2023,Moses Moody,"$3,740,160",3965646.0
2023,Mark Williams,"$3,722,040",3946434.0
2023,Cole Anthony,"$3,613,680",3831541.0
2023,Corey Kispert,"$3,552,840",3767033.0
2023,AJ Griffin,"$3,536,160",3749348.0
2023,Goran Dragic,"$3,523,762",3736201.0
2023,Mike Muscala,"$3,500,000",3711008.0
2023,Georges Niang,"$3,465,000",3673897.0
2023,Isaiah Stewart,"$3,433,320",3640308.0
2023,Chuma Okeke,"$3,433,320",3640308.0
2023,Trey Burke,"$3,423,750",3630161.0
2023,Amir Coffey,"$3,395,062",3599743.0
2023,Alperen Sengun,"$3,375,360",3578853.0
2023,Tari Eason,"$3,359,160",3561677.0
2023,Aleksej Pokusevski,"$3,261,480",3458108.0
2023,Kevin Porter,"$3,217,631",3411615.0
2023,Trey Murphy,"$3,206,520",3399834.0
2023,Simone Fontecchio,"$3,205,128",3398358.0
2023,Derrick Jones,"$3,200,000",3392921.0
2023,Andre Drummond,"$3,200,000",3392921.0
2023,Dalen Terry,"$3,191,400",3383803.0
2023,Sterling Brown,"$3,122,602",3310857.0
2023,Josh Green,"$3,098,400",3285196.0
2023,Jake LaRavia,"$3,047,640",3231376.0
2023,Tre Mann,"$3,046,200",3229849.0
2023,Kevin Knox,"$3,000,000",3180864.0
2023,Saddiq Bey,"$2,959,080",3137477.0
2023,Malaki Branham,"$2,925,600",3101978.0
2023,Joe Wieskamp,"$2,909,261",3084654.0
2023,Kai Jones,"$2,909,040",3084420.0
2023,Blake Griffin,"$2,905,851",3081038.0
2023,Robin Lopez,"$2,905,851",3081038.0
2023,Markieff Morris,"$2,905,851",3081038.0
2023,Andre Iguodala,"$2,905,851",3081038.0
2023,Serge Ibaka,"$2,905,851",3081038.0
2023,Udonis Haslem,"$2,905,851",3081038.0
2023,Wesley Matthews,"$2,905,851",3081038.0
2023,Austin Rivers,"$2,905,851",3081038.0
2023,Bismack Biyombo,"$2,905,851",3081038.0
2023,Taj Gibson,"$2,905,851",3081038.0
2023,RJ Hampton,"$2,898,243",3072971.0
2023,Andrew Nicholson,"$2,844,429",3015913.0
2023,Precious Achiuwa,"$2,840,160",3011387.0
2023,Christian Braun,"$2,808,600",2977924.0
2023,Jordan Nwora,"$2,800,000",2968806.0
2023,Jalen Johnson,"$2,792,640",2961002.0
2023,Tyrese Maxey,"$2,726,880",2891278.0
2023,Bruno Fernando,"$2,717,391",2881217.0
2023,Walker Kessler,"$2,696,400",2858960.0
2023,Keon Johnson,"$2,681,040",2842674.0
2023,Charles Bassey,"$2,674,742",2835996.0
2023,Dennis Schroeder,"$2,641,682",2800943.0
2023,TJ Warren,"$2,628,597",2787069.0
2023,Matthew Dellavedova,"$2,628,597",2787069.0
2023,Trey Lyles,"$2,625,000",2783256.0
2023,Zeke Nnaji,"$2,617,800",2775621.0
2023,David Roddy,"$2,588,640",2744703.0
2023,Isaiah Jackson,"$2,573,760",2728926.0
2023,MarJon Beauchamp,"$2,485,200",2635027.0
2023,Usman Garuba,"$2,471,160",2620141.0
2023,Raul Neto,"$2,463,490",2612008.0
2023,Frank Kaminsky,"$2,463,490",2612008.0
2023,Montrezl Harrell,"$2,463,490",2612008.0
2023,Willy Hernangomez,"$2,443,581",2590899.0
2023,Theo Maledon,"$2,408,891",2554118.0
2023,Blake Wesley,"$2,385,480",2529295.0
2023,Josh Christopher,"$2,372,160",2515172.0
2023,Isaiah Roby,"$2,330,681",2471192.0
2023,Lindy Waters III,"$2,316,876",2456555.0
2023,Immanuel Quickley,"$2,316,240",2455881.0
2023,Wendell Moore,"$2,306,520",2445575.0
2023,John Konchar,"$2,300,000",2438662.0
2023,Rodney McGruder,"$2,298,385",2436950.0
2023,Bryn Forbes,"$2,298,385",2436950.0
2023,Juan Hernangomez,"$2,298,385",2436950.0
2023,Damian Jones,"$2,298,385",2436950.0
2023,Quentin Grimes,"$2,277,000",2414275.0
2023,Saben Lee,"$2,266,640",2403289.0
2023,Andrew Nembhard,"$2,244,111",2379403.0
2023,Nikola Jovic,"$2,239,920",2374960.0
2023,Payton Pritchard,"$2,239,200",2374196.0
2023,Vlatko Cancar,"$2,234,359",2369064.0
2023,Patrick Baldwin,"$2,226,000",2360201.0
2023,TyTy Washington,"$2,210,040",2343278.0
2023,Bones Hyland,"$2,201,520",2334245.0
2023,Bol Bol,"$2,200,000",2332633.0
2023,Peyton Watson,"$2,193,960",2326229.0
2023,Marquese Chriss,"$2,193,920",2326187.0
2023,Udoka Azubuike,"$2,174,880",2305999.0
2023,Jaden McDaniels,"$2,161,440",2291748.0
2023,Jordan McLaughlin,"$2,160,000",2290222.0
2023,Malachi Flynn,"$2,145,720",2275081.0
2023,Cam Thomas,"$2,138,160",2267065.0
2023,Luke Kornet,"$2,133,278",2261889.0
2023,Dennis Smith,"$2,133,278",2261889.0
2023,Damion Lee,"$2,133,278",2261889.0
2023,Juan Toscano-Anderson,"$2,133,278",2261889.0
2023,Desmond Bane,"$2,130,240",2258667.0
2023,Jaden Springer,"$2,125,200",2253324.0
2023,Day'Ron Sharpe,"$2,109,480",2236656.0
2023,Santiago Aldama,"$2,094,120",2220370.0
2023,Tony Bradley,"$2,036,318",2159083.0
2023,Frank Ntilikina,"$2,036,318",2159083.0
2023,Garrison Mathews,"$2,000,000",2120576.0
2023,Kenrich Williams,"$2,000,000",2120576.0
2023,Jaylin Williams,"$2,000,000",2120576.0
2023,Jeremiah Robinson-Earl,"$2,000,000",2120576.0
2023,Caleb Houstan,"$2,000,000",2120576.0
2023,Shake Milton,"$1,997,718",2118156.0
2023,Aaron Holiday,"$1,968,175",2086832.0
2023,Yuta Watanabe,"$1,968,175",2086832.0
2023,Edmond Sumner,"$1,968,175",2086832.0
2023,Theo Pinson,"$1,968,175",2086832.0
2023,Thomas Bryant,"$1,968,175",2086832.0
2023,Troy Brown,"$1,968,175",2086832.0
2023,Josh Okogie,"$1,968,175",2086832.0
2023,Drew Eubanks,"$1,968,175",2086832.0
2023,Dean Wade,"$1,930,681",2047077.0
2023,Terance Mann,"$1,930,681",2047077.0
2023,Jaylen Nowell,"$1,930,681",2047077.0
2023,Naz Reid,"$1,930,681",2047077.0
2023,Jalen McDaniels,"$1,930,681",2047077.0
2023,Daniel Gafford,"$1,930,681",2047077.0
2023,Chimezie Metu,"$1,910,860",2026061.0
2023,Davon Reed,"$1,902,133",2016808.0
2023,KZ Okpala,"$1,902,133",2016808.0
2023,Killian Tillie,"$1,901,625",2016270.0
2023,Vernon Carey,"$1,882,621",1996119.0
2023,Wenyen Gabriel,"$1,878,720",1991984.0
2023,Thanasis Antetokounmpo,"$1,878,720",1991984.0
2023,Moritz Wagner,"$1,878,720",1991984.0
2023,Keita Bates-Diop,"$1,878,720",1991984.0
2023,Oshae Brissett,"$1,846,738",1958074.0
2023,Nathan Knight,"$1,836,090",1946784.0
2023,Justin Jackson,"$1,836,090",1946784.0
2023,Isaiah Joe,"$1,836,090",1946784.0
2023,Ryan Arcidiacono,"$1,836,090",1946784.0
2023,Anthony Gill,"$1,836,090",1946784.0
2023,Javonte Green,"$1,815,677",1925140.0
2023,Gabe Vincent,"$1,815,677",1925140.0
2023,Max Strus,"$1,815,677",1925140.0
2023,Herb Jones,"$1,785,000",1892614.0
2023,Nick Richards,"$1,782,621",1890091.0
2023,Lamar Stevens,"$1,782,621",1890091.0
2023,Tyrell Terry,"$1,782,621",1890091.0
2023,KJ Martin,"$1,782,621",1890091.0
2023,Xavier Tillman,"$1,782,621",1890091.0
2023,Naji Marshall,"$1,782,621",1890091.0
2023,Paul Reed,"$1,782,621",1890091.0
2023,Tre Jones,"$1,782,621",1890091.0
2023,Haywood Highsmith,"$1,752,638",1858301.0
2023,Omer Yurtseven,"$1,752,638",1858301.0
2023,Leandro Bolmaro,"$1,709,300",1812350.0
2023,Terry Taylor,"$1,703,902",1806626.0
2023,Jared Butler,"$1,674,655",1775616.0
2023,Jericho Sims,"$1,639,842",1738704.0
2023,Sam Hauser,"$1,637,966",1736715.0
2023,Kessler Edwards,"$1,637,966",1736715.0
2023,Isaiah Todd,"$1,575,000",1669953.0
2023,Vit Krejci,"$1,563,518",1657779.0
2023,JT Thor,"$1,563,518",1657779.0
2023,Marko Simonovic,"$1,563,518",1657779.0
2023,Ayo Dosunmu,"$1,563,518",1657779.0
2023,Isaiah Livers,"$1,563,518",1657779.0
2023,Daishen Nix,"$1,563,518",1657779.0
2023,Jason Preston,"$1,563,518",1657779.0
2023,BJ Boston,"$1,563,518",1657779.0
2023,Austin Reaves,"$1,563,518",1657779.0
2023,Jose Alvarado,"$1,563,518",1657779.0
2023,Miles McBride,"$1,563,518",1657779.0
2023,Aaron Wiggins,"$1,563,518",1657779.0
2023,Jock Landale,"$1,563,518",1657779.0
2023,Greg Brown,"$1,563,518",1657779.0
2023,Trendon Watford,"$1,563,518",1657779.0
2023,Dalano Banton,"$1,563,518",1657779.0
2023,Kenneth Lofton,"$1,505,966",1596757.0
2023,Christian Koloko,"$1,500,000",1590432.0
2023,Bryce McGowens,"$1,461,055",1549139.0
2023,Eric Bledsoe,"$1,300,000",1378374.0
2023,Jordan Goodwin,"$1,280,206",1357387.0
2023,Kennedy Chandler,"$1,200,000",1272345.0
2023,Noah Vonleh,"$1,160,955",1230946.0
2023,Sandro Mamukelashvili,"$1,116,112",1183400.0
2023,Sam Merrill,"$1,105,522",1172171.0
2023,Zhaire Smith,"$1,068,200",1132599.0
2023,Tyrese Martin,"$1,017,781",1079140.0
2023,Jaden Hardy,"$1,017,781",1079140.0
2023,Ryan Rollins,"$1,017,781",1079140.0
2023,Max Christie,"$1,017,781",1079140.0
2023,Josh Minott,"$1,017,781",1079140.0
2023,Jabari Walker,"$1,017,781",1079140.0
2023,Eugene Omoruyi,"$1,013,119",1074197.0
2023,Kris Dunn,"$1,000,001",1060289.0
2023,Kyle Singler,"$999,200",1059439.0
2023,Ishmail Wainright,"$980,057",1039142.0
2023,Admiral Schofield,"$877,940",930869.0
2023,Justin Champagnie,"$853,241",904680.0
2023,Trevelin Queen,"$838,891",889466.0
2023,Moses Brown,"$824,041",873720.0
2023,Matt Ryan,"$806,097",854694.0
2023,DaQuan Jeffries,"$799,403",847597.0
2023,PJ Dozier,"$784,654",831959.0
2023,Cody Zeller,"$743,922",788771.0
2023,Meyers Leonard,"$713,558",756576.0
2023,Nik Stauskas,"$702,311",744651.0
2023,Anthony Lamb,"$694,878",736770.0
2023,Michael Carter-Williams,"$652,829",692186.0
2023,DJ Augustin,"$633,938",672156.0
2023,Duane Washington Jr,"$628,802",666711.0
2023,Carlik Jones,"$612,162",649068.0
2023,Juwan Morgan,"$576,230",610969.0
2023,Malik Fitts,"$555,217",588689.0
2023,Luka Samanic,"$538,317",570771.0
2023,David Duke,"$531,283",563312.0
2023,Trevor Keels,"$520,589",551974.0
2023,Dereon Seabron,"$511,816",542672.0
2023,Trent Forrest,"$508,891",539571.0
2023,Mfiondu Kabengele,"$508,891",539571.0
2023,JD Davison,"$508,891",539571.0
2023,Malcolm Hill,"$508,891",539571.0
2023,Mamadi Diakite,"$508,891",539571.0
2023,Isaiah Mobley,"$508,891",539571.0
2023,McKinley Wright,"$508,891",539571.0
2023,Jack White,"$508,891",539571.0
2023,Collin Gillespie,"$508,891",539571.0
2023,Buddy Boeheim,"$508,891",539571.0
2023,Darius Days,"$508,891",539571.0
2023,Trevor Hudgins,"$508,891",539571.0
2023,Kendall Brown,"$508,891",539571.0
2023,Moussa Diabate,"$508,891",539571.0
2023,Scottie Pippen Jr,"$508,891",539571.0
2023,Cole Swider,"$508,891",539571.0
2023,Vince Williams Jr,"$508,891",539571.0
2023,Jamal Cain,"$508,891",539571.0
2023,AJ Green,"$508,891",539571.0
2023,Luka Garza,"$508,891",539571.0
2023,EJ Liddell,"$508,891",539571.0
2023,Kevon Harris,"$508,891",539571.0
2023,Keon Ellis,"$508,891",539571.0
2023,Neemias Queta,"$508,891",539571.0
2023,Julian Champagnie,"$508,891",539571.0
2023,Dominick Barlow,"$508,891",539571.0
2023,Jeff Dowtin,"$508,891",539571.0
2023,Ron Harper Jr,"$508,891",539571.0
2023,Micah Potter,"$508,891",539571.0
2023,Johnny Juzang,"$508,891",539571.0
2023,John Butler,"$503,041",533368.0
2023,Chima Moneke,"$500,000",530144.0
2023,Facundo Campazzo,"$464,299",492290.0
2023,Orlando Robinson,"$386,055",409328.0
2023,Dru Smith,"$374,357",396925.0
2023,AJ Lawson,"$371,432",393824.0
2023,Jared Rhoden,"$307,089",325602.0
2023,Louis King,"$307,089",325602.0
2023,Robert Woodard,"$300,000",318086.0
2023,Didi Louzada,"$268,032",284191.0
2023,Jarrett Culver,"$260,295",275987.0
2023,Olivier Sarr,"$257,371",272887.0
2023,Alondes Williams,"$254,446",269786.0
2023,DJ Wilson,"$250,000",265072.0
2023,Donovan Williams,"$239,822",254280.0
2023,Quenton Jackson,"$219,630",232870.0
2023,Chris Silva,"$211,045",223768.0
2023,Tyler Dorsey,"$201,802",213968.0
2023,Braxton Key,"$201,802",213968.0
2023,Jordan Hall,"$193,027",204663.0
2023,Alize Johnson,"$192,293",203885.0
2023,Kostas Antetokounmpo,"$172,555",182957.0
2023,Devon Dotson,"$169,630",179856.0
2023,Mac McClung,"$160,856",170553.0
2023,Willie Cauley-Stein,"$155,738",165127.0
2023,Nate Darling,"$152,082",161250.0
2023,Keaton Wallace,"$140,384",148847.0
2023,Xavier Cooks,"$140,384",148847.0
2023,Shaquille Harrison,"$134,862",142992.0
2023,Feron Hunt,"$131,610",139544.0
2023,Lester Quinones,"$129,405",137206.0
2023,Troy Williams,"$122,741",130140.0
2023,Xavier Moon,"$116,986",124038.0
2023,Jamaree Bouyea,"$116,986",124038.0
2023,Jay Huff,"$116,986",124038.0
2023,Skylar Mays,"$116,574",123602.0
2023,Frank Jackson,"$113,114",119933.0
2023,Michael Foster,"$106,288",112695.0
2023,Deonte Burton,"$105,522",111883.0
2023,Jarrell Brantley,"$105,522",111883.0
2023,Xavier Sneed,"$102,910",109114.0
2023,Justin Lewis,"$102,363",108534.0
2023,Lindell Wigginton,"$99,438",105432.0
2023,Jordan Schakel,"$96,514",102332.0
2023,Demetrius Jackson,"$92,857",98455.0
2023,Stanley Umude,"$58,493",62019.0
2023,Jeenathan Williams,"$52,644",55817.0
2023,DJ Steward,"$50,000",53014.0
2023,Armoni Brooks,"$50,000",53014.0
2023,Jay Scrubb,"$49,719",52716.0
2023,Justin Minaya,"$35,096",37211.0
2023,Kobi Simmons,"$32,795",34772.0
2023,Gabe York,"$32,171",34110.0
2023,Ibou Badji,"$18,226",19324.0
2023,Tristan Thompson,"$16,700",17706.0
2023,RaiQuan Gray,"$5,849",6201.0
2023,Jacob Gilyard,"$5,849",6201.0
2024,Stephen Curry,"$51,915,615",53458234.0
2024,Kevin Durant,"$47,649,433",49065286.0
2024,Nikola Jokic,"$47,607,350",49021953.0
2024,LeBron James,"$47,607,350",49021953.0
2024,Joel Embiid,"$47,607,350",49021953.0
2024,Bradley Beal,"$46,741,590",48130468.0
2024,Paul George,"$45,640,084",46996232.0
2024,Kawhi Leonard,"$45,640,084",46996232.0
2024,Giannis Antetokounmpo,"$45,640,084",46996232.0
2024,Damian Lillard,"$45,640,084",46996232.0
2024,Jimmy Butler,"$45,183,960",46526554.0
2024,Klay Thompson,"$43,219,440",44503661.0
2024,Rudy Gobert,"$41,000,000",42218272.0
2024,Fred VanVleet,"$40,806,300",42018817.0
2024,Anthony Davis,"$40,600,080",41806469.0
2024,Trae Young,"$40,064,220",41254687.0
2024,Zach LaVine,"$40,064,220",41254687.0
2024,Luka Doncic,"$40,064,220",41254687.0
2024,Tobias Harris,"$39,270,150",40437022.0
2024,Kyrie Irving,"$38,037,037",39167268.0
2024,Ben Simmons,"$37,893,408",39019371.0
2024,Pascal Siakam,"$37,893,408",39019371.0
2024,Jrue Holiday,"$37,620,347",38738196.0
2024,Kristaps Porzingis,"$36,016,200",37086384.0
2024,Karl-Anthony Towns,"$36,016,200",37086384.0
2024,Devin Booker,"$36,016,200",37086384.0
2024,CJ McCollum,"$35,802,469",36866302.0
2024,James Harden,"$35,680,595",36740807.0
2024,Darius Garland,"$34,005,250",35015681.0
2024,Ja Morant,"$34,005,250",35015681.0
2024,Zion Williamson,"$34,005,250",35015681.0
2024,Jamal Murray,"$33,833,400",34838724.0
2024,Brandon Ingram,"$33,833,400",34838724.0
2024,Michael Porter,"$33,386,850",34378905.0
2024,Shai Gilgeous-Alexander,"$33,386,850",34378905.0
2024,Gordon Hayward,"$33,319,397",34309448.0
2024,Donovan Mitchell,"$33,162,030",34147405.0
2024,Jayson Tatum,"$32,600,060",33568737.0
2024,Bam Adebayo,"$32,600,060",33568737.0
2024,De'Aaron Fox,"$32,600,060",33568737.0
2024,Deandre Ayton,"$32,459,438",33423936.0
2024,Jaylen Brown,"$31,830,357",32776163.0
2024,Chris Paul,"$30,800,000",31715190.0
2024,Kyle Lowry,"$29,682,540",30564525.0
2024,Khris Middleton,"$29,320,988",30192230.0
2024,Domantas Sabonis,"$29,300,000",30170619.0
2024,DeMar DeRozan,"$28,600,000",29449819.0
2024,Jordan Poole,"$27,955,357",28786021.0
2024,Jerami Grant,"$27,586,207",28405902.0
2024,Jaren Jackson Jr,"$27,102,202",27907516.0
2024,Tyler Herro,"$27,000,000",27802277.0
2024,Julius Randle,"$26,943,840",27744448.0
2024,Jalen Brunson,"$26,346,666",27129530.0
2024,Cameron Johnson,"$25,679,348",26442383.0
2024,Kyle Kuzma,"$25,568,182",26327914.0
2024,John Collins,"$25,340,000",26092952.0
2024,Brook Lopez,"$25,000,000",25742849.0
2024,Mike Conley,"$24,360,000",25083832.0
2024,Andrew Wiggins,"$24,330,357",25053308.0
2024,Anfernee Simons,"$24,107,143",24823461.0
2024,RJ Barrett,"$23,883,929",24593615.0
2024,Jordan Clarkson,"$23,487,629",24185539.0
2024,Terry Rozier,"$23,205,221",23894740.0
2024,Dillon Brooks,"$22,627,671",23300028.0
2024,Malcolm Brogdon,"$22,500,000",23168564.0
2024,Draymond Green,"$22,321,429",22984687.0
2024,Bruce Brown,"$22,000,000",22653707.0
2024,Mikal Bridges,"$21,700,000",22344793.0
2024,Aaron Gordon,"$21,266,182",21898084.0
2024,Myles Turner,"$20,975,000",21598250.0
2024,Clint Capela,"$20,616,000",21228583.0
2024,Lonzo Ball,"$20,465,117",21073216.0
2024,Spencer Dinwiddie,"$20,411,797",21018311.0
2024,De'Andre Hunter,"$20,089,286",20686218.0
2024,Jarrett Allen,"$20,000,000",20594279.0
2024,Bojan Bogdanovic,"$20,000,000",20594279.0
2024,Keldon Johnson,"$20,000,000",20594279.0
2024,Joe Harris,"$19,928,571",20520727.0
2024,Jakob Poeltl,"$19,500,000",20079422.0
2024,Buddy Hield,"$19,321,859",19895988.0
2024,Derrick White,"$18,857,143",19417463.0
2024,Evan Fournier,"$18,857,143",19417463.0
2024,Bogdan Bogdanovic,"$18,700,000",19255651.0
2024,OG Anunoby,"$18,642,857",19196810.0
2024,Marcus Smart,"$18,583,713",19135908.0
2024,Gary Trent Jr,"$18,560,000",19111491.0
2024,Nikola Vucevic,"$18,518,519",19068777.0
