Year,Player,Team,Salary
2024,Dejounte Murray,"$18,214,000",18755210.0
2024,Duncan Robinson,"$18,154,000",18693427.0
2024,Norman Powell,"$18,000,000",18534851.0
2024,Tim Hardaway Jr,"$17,897,728",18429540.0
2024,Marcus Morris,"$17,612,280",18135610.0
2024,Collin Sexton,"$17,525,000",18045737.0
2024,Jonathan Isaac,"$17,400,000",17917023.0
2024,D'Angelo Russell,"$17,307,693",17821973.0
2024,Lauri Markkanen,"$17,259,999",17772862.0
2024,Davis Bertans,"$17,000,000",17505137.0
2024,Markelle Fultz,"$17,000,000",17505137.0
2024,Harrison Barnes,"$17,000,000",17505137.0
2024,Jusuf Nurkic,"$16,875,000",17376423.0
2024,PJ Washington,"$16,847,826",17348441.0
2024,Kevin Porter,"$15,860,000",16331263.0
2024,Rui Hachimura,"$15,740,741",16208460.0
2024,Mitchell Robinson,"$15,681,818",16147787.0
2024,Kevin Huerter,"$15,669,643",16135250.0
2024,Jonas Valanciunas,"$15,435,000",15893635.0
2024,Caris LeVert,"$15,384,616",15841754.0
2024,Luguentz Dort,"$15,277,778",15731741.0
2024,Luke Kennard,"$14,763,636",15202322.0
2024,Kentavious Caldwell-Pope,"$14,704,938",15141880.0
2024,Max Strus,"$14,487,684",14918170.0
2024,Reggie Bullock,"$14,210,528",14632779.0
2024,Doug McDermott,"$14,000,000",14415995.0
2024,Tyus Jones,"$14,000,000",14415995.0
2024,Dorian Finney-Smith,"$13,932,008",14345983.0
2024,Anthony Edwards,"$13,534,817",13936990.0
2024,Wendell Carter,"$13,050,000",13437767.0
2024,Gary Harris,"$13,000,000",13386281.0
2024,Josh Hart,"$12,960,000",13345093.0
2024,Naz Reid,"$12,950,400",13335207.0
2024,Steven Adams,"$12,600,000",12974396.0
2024,Brandon Clarke,"$12,500,000",12871424.0
2024,Marvin Bagley,"$12,500,000",12871424.0
2024,Dennis Schroeder,"$12,405,000",12773601.0
2024,Grant Williams,"$12,405,000",12773601.0
2024,Daniel Gafford,"$12,402,000",12770512.0
2024,Kelly Olynyk,"$12,195,122",12557487.0
2024,Victor Wembanyama,"$12,160,632",12521972.0
2024,James Wiseman,"$12,119,440",12479556.0
2024,Devonte Graham,"$12,100,000",12459539.0
2024,Richaun Holmes,"$12,046,020",12403955.0
2024,Austin Reaves,"$12,015,150",12372167.0
2024,Herb Jones,"$12,015,150",12372167.0
2024,Chris Boucher,"$11,750,000",12099139.0
2024,Bobby Portis,"$11,710,818",12058792.0
2024,Nicolas Batum,"$11,710,818",12058792.0
2024,Robert Covington,"$11,692,308",12039732.0
2024,Paolo Banchero,"$11,608,080",11953002.0
2024,Robert Williams,"$11,571,429",11915262.0
2024,Coby White,"$11,111,111",11441266.0
2024,Cade Cunningham,"$11,055,360",11383858.0
2024,Talen Horton-Tucker,"$11,020,000",11347447.0
2024,PJ Tucker,"$11,014,500",11341784.0
2024,Maxi Kleber,"$11,000,000",11326853.0
2024,Joe Ingles,"$11,000,000",11326853.0
2024,Ivica Zubac,"$10,933,333",11258205.0
2024,LaMelo Ball,"$10,900,635",11224536.0
2024,Donte DiVincenzo,"$10,900,000",11223882.0
2024,Brandon Miller,"$10,880,364",11203662.0
2024,Terance Mann,"$10,576,923",10891205.0
2024,Gabe Vincent,"$10,500,000",10811996.0
2024,Matisse Thybulle,"$10,500,000",10811996.0
2024,Alec Burks,"$10,489,600",10801287.0
2024,Chet Holmgren,"$10,386,000",10694609.0
2024,Larry Nance Jr,"$10,375,000",10683282.0
2024,Landry Shamet,"$10,250,000",10554568.0
2024,Al Horford,"$10,000,000",10297139.0
2024,Malik Monk,"$9,945,830",10241360.0
2024,Tre Jones,"$9,895,833",10189877.0
2024,Jalen Green,"$9,891,480",10185395.0
2024,Patrick Williams,"$9,835,881",10128144.0
2024,Monte Morris,"$9,800,926",10092150.0
2024,Scoot Henderson,"$9,770,904",10061236.0
2024,Nicolas Claxton,"$9,625,000",9910996.0
2024,Royce O'Neale,"$9,500,000",9782282.0
2024,Alex Caruso,"$9,460,000",9741094.0
2024,Victor Oladipo,"$9,450,000",9730797.0
2024,Pat Connaughton,"$9,423,869",9703889.0
2024,Cameron Payne,"$9,391,467",9670523.0
2024,Jabari Smith,"$9,326,520",9603647.0
2024,Isaiah Hartenstein,"$9,245,121",9519830.0
2024,Kyle Anderson,"$9,219,512",9493460.0
2024,Daniel Theis,"$9,108,387",9379032.0
2024,Thaddeus Young,"$9,010,371",9278104.0
2024,Grayson Allen,"$8,925,000",9190197.0
2024,Isaac Okoro,"$8,920,794",9185866.0
2024,Evan Mobley,"$8,882,640",9146578.0
2024,Amen Thompson,"$8,809,284",9071042.0
2024,Georges Niang,"$8,800,000",9061482.0
2024,Gary Payton II,"$8,715,000",8973957.0
2024,TJ McConnell,"$8,700,000",8958511.0
2024,Keegan Murray,"$8,409,000",8658864.0
2024,Delon Wright,"$8,195,122",8438631.0
2024,Onyeka Okongwu,"$8,109,063",8350015.0
2024,Scottie Barnes,"$8,008,680",8246649.0
2024,Jock Landale,"$8,000,000",8237711.0
2024,Jeff Green,"$8,000,000",8237711.0
2024,Moritz Wagner,"$8,000,000",8237711.0
2024,De'Anthony Melton,"$8,000,000",8237711.0
2024,Trey Lyles,"$8,000,000",8237711.0
2024,Ausar Thompson,"$7,977,420",8214460.0
2024,Miles Bridges,"$7,921,300",8156673.0
2024,Danilo Gallinari,"$7,850,062",8083317.0
2024,Vasilije Micic,"$7,723,000",7952480.0
2024,Paul Reed,"$7,723,000",7952480.0
2024,Zach Collins,"$7,700,000",7928797.0
2024,Jaden Ivey,"$7,614,480",7840736.0
2024,Cody Martin,"$7,560,000",7784637.0
2024,Patrick Mills,"$7,537,766",7761742.0
2024,Kevon Looney,"$7,500,000",7722854.0
2024,Killian Hayes,"$7,413,955",7634253.0
2024,Jalen Suggs,"$7,252,080",7467568.0
2024,Anthony Black,"$7,245,480",7460771.0
2024,Jae'Sean Tate,"$7,000,000",7207997.0
2024,Khem Birch,"$6,985,000",7192552.0
2024,Bennedict Mathurin,"$6,916,080",7121584.0
2024,Obi Toppin,"$6,803,012",7005156.0
2024,Caleb Martin,"$6,802,950",7005092.0
2024,Cedi Osman,"$6,718,842",6918485.0
2024,Bilal Coulibaly,"$6,614,256",6810791.0
2024,Josh Giddey,"$6,587,040",6782767.0
2024,Ayo Dosunmu,"$6,481,482",6674072.0
2024,Rudy Gay,"$6,479,000",6671516.0
2024,Sasha Vezenkov,"$6,341,464",6529894.0
2024,Shaedon Sharpe,"$6,313,800",6501408.0
2024,Otto Porter,"$6,300,000",6487198.0
2024,Deni Avdija,"$6,263,188",6449292.0
2024,Nassir Little,"$6,250,000",6435712.0
2024,Bismack Biyombo,"$6,194,075",6378124.0
2024,Jevon Carter,"$6,190,476",6374419.0
2024,Kenrich Williams,"$6,175,000",6358483.0
2024,Jarace Walker,"$6,059,460",6239510.0
2024,Jonathan Kuminga,"$6,012,840",6191505.0
2024,Devin Vassell,"$5,887,899",6062851.0
2024,Tyrese Haliburton,"$5,808,435",5981026.0
2024,Dyson Daniels,"$5,784,120",5955989.0
2024,Kira Lewis,"$5,722,116",5892142.0
2024,Dean Wade,"$5,709,877",5879540.0
2024,Aaron Nesmith,"$5,634,257",5801673.0
2024,Aleksej Pokusevski,"$5,574,809",5740458.0
2024,Taylor Hendricks,"$5,569,872",5735375.0
2024,Shake Milton,"$5,552,938",5717936.0
2024,JaVale McGee,"$5,544,772",5709529.0
2024,Cole Anthony,"$5,539,771",5704379.0
2024,Franz Wagner,"$5,508,720",5672405.0
2024,Furkan Korkmaz,"$5,370,370",5529945.0
2024,Josh Primo,"$5,341,600",5500319.0
2024,Jeremy Sochan,"$5,316,960",5474947.0
2024,Cason Wallace,"$5,291,352",5448579.0
2024,Isaiah Stewart,"$5,266,713",5423207.0
2024,Chuma Okeke,"$5,266,712",5423206.0
2024,Davion Mitchell,"$5,063,640",5214100.0
2024,Johnny Davis,"$5,050,800",5200879.0
2024,Jalen Smith,"$5,043,773",5193643.0
2024,Jett Howard,"$5,026,824",5176190.0
2024,Reggie Jackson,"$5,000,000",5148569.0
2024,Mason Plumlee,"$5,000,000",5148569.0
2024,Ziaire Williams,"$4,810,200",4953130.0
2024,Ousmane Dieng,"$4,798,440",4941020.0
2024,Taj Gibson,"$4,776,302",4918224.0
2024,Dereck Lively,"$4,775,628",4917530.0
2024,Josh Green,"$4,765,339",4906936.0
2024,Nickeil Alexander-Walker,"$4,687,500",4826784.0
2024,Jarred Vanderbilt,"$4,640,000",4777872.0
2024,James Bouknight,"$4,570,080",4705875.0
2024,Jalen Williams,"$4,558,680",4694136.0
2024,Saddiq Bey,"$4,556,983",4692389.0
2024,Gradey Dick,"$4,536,708",4671511.0
2024,Taurean Prince,"$4,516,000",4650188.0
2024,Jalen McDaniels,"$4,516,000",4650188.0
2024,Precious Achiuwa,"$4,379,526",4509659.0
2024,Tyrese Maxey,"$4,343,920",4472995.0
2024,Jalen Duren,"$4,330,680",4459361.0
2024,Danuel House,"$4,310,250",4438324.0
2024,Jordan Hawkins,"$4,310,196",4438269.0
2024,Mike Muscala,"$4,308,297",4436312.0
2024,Zeke Nnaji,"$4,306,281",4434237.0
2024,Immanuel Quickley,"$4,171,548",4295501.0
2024,Chris Duarte,"$4,124,400",4246952.0
2024,Ochai Agbaji,"$4,114,200",4236449.0
2024,Kobe Bufkin,"$4,094,244",4215900.0
2024,Payton Pritchard,"$4,037,277",4157240.0
2024,Seth Curry,"$4,000,000",4118855.0
2024,Dwight Powell,"$4,000,000",4118855.0
2024,Troy Brown,"$4,000,000",4118855.0
2024,Moses Moody,"$3,918,480",4034913.0
2024,Mark Williams,"$3,908,160",4024286.0
2024,Jaden McDaniels,"$3,901,399",4017325.0
2024,Keyonte George,"$3,889,776",4005356.0
2024,Malachi Flynn,"$3,873,024",3988106.0
2024,Desmond Bane,"$3,845,083",3959335.0
2024,James Johnson,"$3,839,412",3953496.0
2024,Russell Westbrook,"$3,835,738",3949713.0
2024,Kevin Love,"$3,835,738",3949713.0
2024,Ricky Rubio,"$3,722,327",3832932.0
2024,Corey Kispert,"$3,722,040",3832636.0
2024,AJ Griffin,"$3,712,920",3823245.0
2024,Jalen Hood-Schifino,"$3,695,076",3804871.0
2024,Amir Coffey,"$3,666,667",3775618.0
2024,Alperen Sengun,"$3,536,280",3641356.0
2024,Tari Eason,"$3,527,160",3631965.0
2024,Jaime Jaquez,"$3,510,540",3614852.0
2024,Andre Drummond,"$3,360,000",3459838.0
2024,Trey Murphy,"$3,359,280",3459097.0
2024,Brandin Podziemski,"$3,352,404",3452017.0
2024,Dalen Terry,"$3,350,760",3450324.0
2024,Keon Johnson,"$3,342,765",3442091.0
2024,Cameron Whitmore,"$3,218,160",3313784.0
2024,Jake LaRavia,"$3,199,920",3295002.0
2024,Kai Jones,"$3,198,778",3293825.0
2024,Wesley Matthews,"$3,196,448",3291427.0
2024,Ishmael Smith,"$3,196,448",3291427.0
2024,Tristan Thompson,"$3,196,448",3291427.0
2024,Markieff Morris,"$3,196,448",3291427.0
2024,Justin Holiday,"$3,196,448",3291427.0
2024,DeAndre Jordan,"$3,196,448",3291427.0
2024,Cory Joseph,"$3,196,448",3291427.0
2024,Derrick Rose,"$3,196,448",3291427.0
2024,Jae Crowder,"$3,196,448",3291427.0
2024,Patrick Beverley,"$3,196,448",3291427.0
2024,Cody Zeller,"$3,196,448",3291427.0
2024,Eric Gordon,"$3,196,448",3291427.0
2024,Alex Len,"$3,196,448",3291427.0
2024,Robin Lopez,"$3,196,448",3291427.0
2024,Garrett Temple,"$3,196,448",3291427.0
2024,Tre Mann,"$3,191,400",3286229.0
2024,Usman Garuba,"$3,159,790",3253679.0
2024,Noah Clowney,"$3,089,460",3181260.0
2024,Malaki Branham,"$3,071,880",3163157.0
2024,Simone Fontecchio,"$3,044,872",3135347.0
2024,Dante Exum,"$3,000,000",3089141.0
2024,Julian Champagnie,"$3,000,000",3089141.0
2024,Jordan Nwora,"$3,000,000",3089141.0
2024,Dariq Whitehead,"$2,966,040",3054172.0
2024,Christian Braun,"$2,949,120",3036750.0
2024,Jalen Johnson,"$2,925,360",3012284.0
2024,Boban Marjanovic,"$2,891,467",2977383.0
2024,Josh Richardson,"$2,891,467",2977383.0
2024,Kelly Oubre,"$2,891,467",2977383.0
2024,Kris Murray,"$2,847,504",2932114.0
2024,Andrew Nicholson,"$2,844,429",2928948.0
2024,Walker Kessler,"$2,831,160",2915285.0
2024,TyTy Washington,"$2,830,222",2914318.0
2024,Josh Okogie,"$2,815,937",2899609.0
2024,Omer Yurtseven,"$2,800,000",2883199.0
2024,Dewayne Dedmon,"$2,748,674",2830348.0
2024,Olivier-Maxence Prosper,"$2,733,720",2814949.0
2024,Josh Christopher,"$2,732,920",2814125.0
2024,David Roddy,"$2,718,240",2799009.0
2024,Derrick Jones,"$2,709,849",2790369.0
2024,Dario Saric,"$2,709,849",2790369.0
2024,Christian Wood,"$2,709,849",2790369.0
2024,Malik Beasley,"$2,709,849",2790369.0
2024,Chimezie Metu,"$2,697,258",2777404.0
2024,Isaiah Jackson,"$2,696,280",2776397.0
2024,Marcus Sasser,"$2,624,028",2701998.0
2024,MarJon Beauchamp,"$2,609,400",2686935.0
2024,Charles Bassey,"$2,600,000",2677256.0
2024,Damian Jones,"$2,586,665",2663525.0
2024,Kenneth Lofton,"$2,586,618",2663474.0
2024,Kris Dunn,"$2,586,484",2663338.0
2024,Bruno Fernando,"$2,581,522",2658229.0
2024,Jeremiah Robinson-Earl,"$2,548,843",2624578.0
2024,Ben Sheppard,"$2,537,172",2612561.0
2024,Dennis Smith,"$2,528,233",2603356.0
2024,Frank Ntilikina,"$2,528,233",2603356.0
2024,Torrey Craig,"$2,528,233",2603356.0
2024,Ryan Arcidiacono,"$2,528,233",2603356.0
2024,Thomas Bryant,"$2,528,233",2603356.0
2024,Damion Lee,"$2,528,233",2603356.0
2024,Blake Wesley,"$2,504,640",2579062.0
2024,Lamar Stevens,"$2,492,354",2566411.0
2024,Nick Smith,"$2,463,912",2537124.0
2024,Brice Sensabaugh,"$2,448,600",2521357.0
2024,Ty Jerome,"$2,439,025",2511498.0
2024,Julian Strawther,"$2,431,044",2503279.0
2024,Tristan Vukcevic,"$2,424,892",2496945.0
2024,Wendell Moore,"$2,421,720",2493678.0
2024,Jordan McLaughlin,"$2,420,000",2491907.0
2024,Kobe Brown,"$2,413,356",2485066.0
2024,Luke Kornet,"$2,413,304",2485012.0
2024,John Konchar,"$2,400,000",2471313.0
2024,Quentin Grimes,"$2,385,720",2456609.0
2024,Nikola Jovic,"$2,352,000",2421887.0
2024,Sviatoslav Mykhailiuk,"$2,346,614",2416341.0
2024,Lonnie Walker,"$2,346,614",2416341.0
2024,Keita Bates-Diop,"$2,346,614",2416341.0
2024,Aaron Holiday,"$2,346,614",2416341.0
2024,Yuta Watanabe,"$2,346,614",2416341.0
2024,Thanasis Antetokounmpo,"$2,346,614",2416341.0
2024,Mo Bamba,"$2,346,614",2416341.0
2024,Drew Eubanks,"$2,346,614",2416341.0
2024,Patrick Baldwin,"$2,337,720",2407182.0
2024,Harry Giles,"$2,306,554",2375090.0
2024,Bones Hyland,"$2,306,400",2374932.0
2024,Peyton Watson,"$2,303,520",2371966.0
2024,Cam Thomas,"$2,240,160",2306724.0
2024,Vlatko Cancar,"$2,234,359",2300750.0
2024,Vince Williams Jr,"$2,232,308",2298638.0
2024,Jaden Springer,"$2,226,240",2292390.0
2024,Day'Ron Sharpe,"$2,210,040",2275709.0
2024,Jordan Goodwin,"$2,208,045",2273654.0
2024,Santiago Aldama,"$2,194,200",2259398.0
2024,Oshae Brissett,"$2,165,000",2229330.0
2024,Cam Reddish,"$2,165,000",2229330.0
2024,Jaxson Hayes,"$2,165,000",2229330.0
2024,Bol Bol,"$2,165,000",2229330.0
2024,Moses Brown,"$2,165,000",2229330.0
2024,Kevin Knox,"$2,144,320",2208036.0
2024,Andrew Nembhard,"$2,131,905",2195252.0
2024,Goga Bitadze,"$2,066,585",2127991.0
2024,Luka Samanic,"$2,066,585",2127991.0
2024,Matt Ryan,"$2,059,782",2120986.0
2024,Trendon Watford,"$2,019,706",2079719.0
2024,Terry Taylor,"$2,019,706",2079719.0
2024,Montrezl Harrell,"$2,019,706",2079719.0
2024,Dalano Banton,"$2,019,706",2079719.0
2024,Colby Jones,"$2,019,706",2079719.0
2024,Sandro Mamukelashvili,"$2,019,706",2079719.0
2024,Garrison Mathews,"$2,000,000",2059427.0
2024,Jaylin Williams,"$2,000,000",2059427.0
2024,Caleb Houstan,"$2,000,000",2059427.0
2024,Sam Merrill,"$1,997,238",2056583.0
2024,Isaiah Joe,"$1,997,238",2056583.0
2024,Anthony Gill,"$1,997,238",2056583.0
2024,GG Jackson,"$1,991,428",2050601.0
2024,Duop Reath,"$1,951,220",2009198.0
2024,Xavier Tillman,"$1,930,681",1988049.0
2024,Naji Marshall,"$1,930,681",1988049.0
2024,KJ Martin,"$1,930,681",1988049.0
2024,Sam Hauser,"$1,927,896",1985181.0
2024,Jericho Sims,"$1,927,896",1985181.0
2024,Kessler Edwards,"$1,927,896",1985181.0
2024,Haywood Highsmith,"$1,902,137",1958657.0
2024,AJ Green,"$1,901,769",1958278.0
2024,Ryan Rollins,"$1,893,589",1949854.0
2024,JT Thor,"$1,836,096",1890653.0
2024,BJ Boston,"$1,836,096",1890653.0
2024,Isaiah Todd,"$1,836,096",1890653.0
2024,Jose Alvarado,"$1,836,096",1890653.0
2024,Miles McBride,"$1,836,096",1890653.0
2024,Aaron Wiggins,"$1,836,096",1890653.0
2024,Isaiah Livers,"$1,836,096",1890653.0
2024,Jared Butler,"$1,809,782",1863557.0
2024,Orlando Robinson,"$1,801,769",1855306.0
2024,Dru Smith,"$1,801,769",1855306.0
2024,EJ Liddell,"$1,801,769",1855306.0
2024,Leonard Miller,"$1,800,000",1853485.0
2024,Bryce McGowens,"$1,719,864",1770967.0
2024,Jaden Hardy,"$1,719,864",1770967.0
2024,Max Christie,"$1,719,864",1770967.0
2024,Kennedy Chandler,"$1,719,864",1770967.0
2024,Josh Minott,"$1,719,864",1770967.0
2024,Jabari Walker,"$1,719,864",1770967.0
2024,Christian Koloko,"$1,719,864",1770967.0
2024,Xavier Cooks,"$1,719,864",1770967.0
2024,Jalen Pickett,"$1,708,143",1758898.0
2024,Julian Phillips,"$1,600,000",1647542.0
2024,Craig Porter,"$1,500,000",1544570.0
2024,Eugene Omoruyi,"$1,459,782",1503157.0
2024,Ricky Council,"$1,414,135",1456154.0
2024,DaQuan Jeffries,"$1,341,538",1381400.0
2024,Eric Bledsoe,"$1,300,000",1338628.0
2024,Skylar Mays,"$1,165,280",1199904.0
2024,Mouhamed Gueye,"$1,119,563",1152829.0
2024,Jordan Walsh,"$1,119,563",1152829.0
2024,Hunter Tyson,"$1,119,563",1152829.0
2024,Trayce Jackson-Davis,"$1,119,563",1152829.0
2024,Maxwell Lewis,"$1,119,563",1152829.0
2024,Andre Jackson Jr,"$1,119,563",1152829.0
2024,Chris Livingston,"$1,119,563",1152829.0
2024,Rayan Rupert,"$1,119,563",1152829.0
2024,Toumani Camara,"$1,119,563",1152829.0
2024,Sidy Cissoko,"$1,119,563",1152829.0
2024,Dylan Windler,"$1,116,288",1149455.0
2024,Trent Forrest,"$1,112,933",1146002.0
2024,Lester Quinones,"$1,108,597",1141537.0
2024,Kendall Brown,"$1,100,000",1132685.0
2024,Stanley Umude,"$1,098,242",1130875.0
2024,Gui Santos,"$1,029,483",1060073.0
2024,Dominick Barlow,"$1,015,402",1045573.0
2024,AJ Lawson,"$1,000,000",1029713.0
2024,Ishmail Wainright,"$988,269",1017633.0
2024,Neemias Queta,"$891,035",917510.0
2024,Jalen Wilson,"$850,000",875256.0
2024,Javon Freeman-Liberty,"$849,324",874560.0
2024,Lindy Waters III,"$766,095",788858.0
2024,Jacob Toppin,"$759,245",781805.0
2024,Mamadi Diakite,"$710,574",731687.0
2024,Jack White,"$703,550",724454.0
2024,Nik Stauskas,"$702,311",723179.0
2024,Jacob Gilyard,"$701,336",722175.0
2024,Luka Garza,"$687,465",707892.0
2024,Keon Ellis,"$683,430",703737.0
2024,RJ Hampton,"$680,032",700238.0
2024,TJ Warren,"$649,659",668962.0
2024,Darius Bazley,"$624,425",642978.0
2024,Juwan Morgan,"$576,230",593352.0
2024,Seth Lundy,"$559,782",576415.0
2024,JD Davison,"$559,782",576415.0
2024,Amari Bailey,"$559,782",576415.0
2024,Leaky Black,"$559,782",576415.0
2024,Adama Sanogo,"$559,782",576415.0
2024,Isaiah Mobley,"$559,782",576415.0
2024,Emoni Bates,"$559,782",576415.0
2024,Greg Brown,"$559,782",576415.0
2024,Collin Gillespie,"$559,782",576415.0
2024,Braxton Key,"$559,782",576415.0
2024,Jay Huff,"$559,782",576415.0
2024,Jared Rhoden,"$559,782",576415.0
2024,Malcolm Cazalon,"$559,782",576415.0
2024,Jerome Robinson,"$559,782",576415.0
2024,Jermaine Samuels,"$559,782",576415.0
2024,Nate Hinton,"$559,782",576415.0
2024,Nate Williams,"$559,782",576415.0
2024,Isaiah Wong,"$559,782",576415.0
2024,Oscar Tshiebwe,"$559,782",576415.0
2024,Moussa Diabate,"$559,782",576415.0
2024,Jordan Miller,"$559,782",576415.0
2024,Colin Castleton,"$559,782",576415.0
2024,Cole Swider,"$559,782",576415.0
2024,Jamal Cain,"$559,782",576415.0
2024,Jaylen Clark,"$559,782",576415.0
2024,Daishen Nix,"$559,782",576415.0
2024,Dereon Seabron,"$559,782",576415.0
2024,Charlie Brown,"$559,782",576415.0
2024,Keyontae Johnson,"$559,782",576415.0
2024,Olivier Sarr,"$559,782",576415.0
2024,Kevon Harris,"$559,782",576415.0
2024,Trevelin Queen,"$559,782",576415.0
2024,Admiral Schofield,"$559,782",576415.0
2024,Terquavion Smith,"$559,782",576415.0
2024,Saben Lee,"$559,782",576415.0
2024,Udoka Azubuike,"$559,782",576415.0
2024,Theo Maledon,"$559,782",576415.0
2024,Justin Minaya,"$559,782",576415.0
2024,Jalen Slawson,"$559,782",576415.0
2024,Jordan Ford,"$559,782",576415.0
2024,Filip Petrusev,"$559,782",576415.0
2024,Markquis Nowell,"$559,782",576415.0
2024,Johnny Juzang,"$559,782",576415.0
2024,Micah Potter,"$559,782",576415.0
2024,Malik Fitts,"$555,217",571714.0
2024,Marques Bolden,"$502,131",517051.0
2024,Onuralp Bitim,"$500,000",514856.0
2024,Xavier Moon,"$489,005",503535.0
2024,Isaiah Thomas,"$477,630",491822.0
2024,Ibou Badji,"$466,485",480346.0
2024,Juan Toscano-Anderson,"$447,931",461240.0
2024,Duane Washington Jr,"$443,965",457156.0
2024,Jules Bernard,"$415,011",427342.0
2024,Jontay Porter,"$411,794",424030.0
2024,Jaylen Nowell,"$398,160",409990.0
2024,Drew Peterson,"$395,708",407466.0
2024,Nathan Mensah,"$395,708",407466.0
2024,David Duke,"$395,708",407466.0
2024,Henri Drell,"$389,274",400840.0
2024,Alex Fudge,"$376,405",387588.0
2024,Vit Krejci,"$369,971",380964.0
2024,Brandon Williams,"$350,668",361087.0
2024,Trey Jemison,"$341,017",351149.0
2024,Jason Preston,"$315,280",324648.0
2024,Nerlens Noel,"$300,000",308914.0
2024,Tosan Evbuomwan,"$295,977",304770.0
2024,Scottie Pippen Jr,"$289,542",298145.0
2024,Malcolm Hill,"$286,583",295098.0
2024,Ashton Hagans,"$270,841",278888.0
2024,Jeff Dowtin,"$269,237",277237.0
2024,Didi Louzada,"$268,032",275996.0
2024,Javonte Green,"$261,293",269057.0
2024,Justin Champagnie,"$254,412",261971.0
2024,Jaylen Martin,"$249,766",257187.0
2024,Pete Nance,"$244,503",251768.0
2024,Lindell Wigginton,"$244,502",251767.0
2024,Armoni Brooks,"$241,285",248454.0
2024,D'Moi Hodge,"$241,285",248454.0
2024,Jahmi'us Ramsey,"$232,150",239048.0
2024,Charles Bediako,"$215,548",221952.0
2024,Dexter Dennis,"$212,331",218640.0
2024,Alondes Williams,"$212,331",218640.0
2024,Mason Jones,"$212,331",218640.0
2024,DeJon Jarreau,"$207,100",213253.0
2024,Zavier Simpson,"$207,100",213253.0
2024,Adam Flagler,"$205,897",212015.0
2024,DJ Carton,"$205,897",212015.0
2024,Danny Green,"$202,074",208078.0
2024,Mouhamadou Gueye,"$199,463",205389.0
2024,Ja'Vonte Smart,"$196,245",202076.0
2024,Miles Norris,"$193,028",198763.0
2024,Justin Lewis,"$173,725",178887.0
2024,Jamaree Bouyea,"$170,801",175876.0
2024,Pat Spencer,"$170,508",175574.0
2024,Buddy Boeheim,"$167,291",172261.0
2024,Sir'Jabari Rice,"$167,291",172261.0
2024,Justise Winslow,"$166,176",171113.0
2024,Nathan Knight,"$160,857",165636.0
2024,Andrew Funk,"$160,857",165636.0
2024,Ron Harper Jr,"$147,988",152385.0
2024,John Butler,"$147,988",152385.0
2024,Shaquille Harrison,"$145,301",149618.0
2024,Justin Jackson,"$145,301",149618.0
2024,Jaylin Galloway,"$141,554",145760.0
2024,RaiQuan Gray,"$141,554",145760.0
2024,Quenton Jackson,"$135,120",139134.0
2024,DJ Wilson,"$134,863",138870.0
2024,Hamidou Diallo,"$134,863",138870.0
2024,Matthew Hurt,"$128,686",132509.0
2024,Maozinha Pereira,"$128,685",132508.0
2024,Wenyen Gabriel,"$124,425",128122.0
2024,Kobi Simmons,"$120,250",123823.0
2024,Zhaire Smith,"$116,075",119524.0
2024,Sharife Cooper,"$103,550",106626.0
2024,Demetrius Jackson,"$92,857",95616.0
2024,Malik Williams,"$77,212",79506.0
2024,Omari Moore,"$75,000",77228.0
2024,Taze Moore,"$70,687",72787.0
2024,Timmy Allen,"$64,343",66254.0
2024,Jalen Crutcher,"$64,343",66254.0
2024,Izaiah Brockington,"$64,343",66254.0
2024,Taevion Kinsey,"$64,343",66254.0
2024,Edmond Sumner,"$40,459",41661.0
2024,Kaiser Gates,"$35,389",36440.0
